shipment_id,ship_date_key,delivery_date_key,product_id,facility_id,customer_id,quantity,carrier,status,shipping_cost,total_weight_kg,tracking_number,delay_reason,delivery_performance_score
973,263,292,6,3,15,1538,FedEx,Delayed,8901.15,1061.28,FED1024233872,,26.61
974,156,190,22,8,11,2636,UPS,Delayed,6736.39,217200.0,UPS9241157811,,19.94
975,442,49,18,15,4,4063,Maersk,In Transit,4948.99,188280.0,MAE8078512150,,26.09
976,427,441,8,16,2,3643,Maersk,Delayed,6913.56,2101.12,MAE8153315136,Documentation Issue,13.09
977,364,398,6,6,4,4430,UPS,Delayed,5040.1,3056.54,UPS3975079774,Documentation Issue,18.8
978,426,453,8,3,13,1633,CMA CGM,Delivered,10271.87,861.84,CMA2886284567,,36.82
979,526,536,10,6,5,640,DB Schenker,Delayed,10675.63,14208.04,DB5997142859,,23.56
980,152,167,6,11,8,794,FedEx,Delayed,9496.74,548.06,FED2152487838,,24.86
981,702,708,1,6,13,2917,UPS,Delayed,17399.49,630.84,UPS8528161433,Carrier Delay,14.33
982,210,232,16,15,10,4047,UPS,Delivered,6824.01,95325.0,UPS1593979250,,41.45
983,38,45,10,12,11,1176,FedEx,Delivered,8378.22,23888.48,FED4749659744,,37.18
984,102,115,16,8,1,4183,DHL,Delayed,8041.81,107700.0,DHL4127741738,Security Check,9.88
985,475,507,17,1,5,2223,DB Schenker,Delivered,6667.38,73325.0,DB3605153343,,41.18
986,477,40,5,4,10,868,UPS,In Transit,6389.93,196.68,UPS3019640386,,31.08
987,390,405,12,14,6,2864,DHL,Delivered,6113.7,142049.7,DHL2260441662,,40.93
988,551,573,18,10,14,2125,FedEx,Delayed,8394.02,98460.0,FED1381077496,Vehicle Breakdown,16.05
989,644,570,4,10,10,2102,CMA CGM,In Transit,8732.19,476.3,CMA4413190201,,28.4
990,581,607,19,15,16,3189,CMA CGM,Delayed,8337.34,59112.0,CMA3251025346,Strikes,22.65
991,63,83,7,1,12,1113,UPS,Delivered,9640.44,493.03,UPS1179723323,,41.64
992,31,42,18,12,16,3578,UPS,Delayed,8783.7,165825.0,UPS7597891377,,26.12
993,609,632,13,10,1,3131,UPS,Delivered,11163.18,206146.0,UPS8110416117,,38.24
994,345,376,9,2,12,1447,CMA CGM,Delivered,7588.8,21658.07,CMA3834232767,,40.29
995,45,55,5,4,15,3577,Maersk,Delivered,6461.03,741.62,MAE2036318120,,38.81
996,634,665,17,14,15,4518,FedEx,Delivered,5339.15,149030.0,FED5787456505,,37.08
997,645,654,15,1,13,477,FedEx,Delayed,8753.03,29.46,FED6973359499,,28.99
998,626,632,22,4,1,345,UPS,Delayed,11041.86,28400.0,UPS4814375740,,18.93
999,606,618,13,9,2,2461,DB Schenker,Delivered,3560.12,162051.72,DB1729258502,,42.61
1000,483,507,6,10,10,336,UPS,In Transit,5513.73,231.82,UPS8819961131,,30.54
1001,616,622,19,9,14,5179,DHL,Delivered,4399.66,87840.0,DHL7072328692,,37.68
1002,676,688,12,5,4,3980,Maersk,Delivered,5599.27,197437.5,MAE3243781474,,39.98
1003,38,51,18,3,12,2785,CMA CGM,Delivered,5820.63,118125.0,CMA5990771021,,42.11
1004,27,50,16,1,1,859,DB Schenker,Delayed,5667.2,22125.0,DB2192402918,Strikes,21.16
1005,631,664,2,4,4,3990,DB Schenker,In Transit,4732.94,739.62,DB6842291246,,34.41
1006,411,417,2,4,2,3526,Maersk,Delivered,7031.64,597.96,MAE7691414578,,40.73
1007,54,75,18,1,15,3915,FedEx,Delayed,3648.64,181440.0,FED7602038711,,26.09
1008,272,287,13,10,9,487,CMA CGM,Delivered,8398.9,32074.92,CMA1194405843,,41.96
1009,20,53,21,15,8,1298,DHL,Delivered,8227.83,232.37,DHL9283929296,,38.1
1010,362,395,2,5,8,359,UPS,Delivered,14357.93,60.84,UPS1402848313,,39.64
1011,659,375,17,10,2,1465,Maersk,In Transit,3895.52,52815.0,MAE2731786512,,28.13
1012,274,283,17,11,2,1795,CMA CGM,Delivered,4172.02,64575.0,CMA1577430193,,29.89
1013,63,97,5,3,13,3401,UPS,Delayed,8522.39,770.44,UPS7827904866,Carrier Delay,24.8
1014,287,300,11,11,1,1131,DB Schenker,Delivered,6896.21,32150.56,DB1218540579,,36.74
1015,209,238,3,10,15,1083,FedEx,Delayed,10253.04,189.55,FED4988574956,Weather,20.7
1016,478,510,19,9,16,3838,DB Schenker,Delayed,5153.74,71136.0,DB8679115933,Weather,24.47
1017,491,520,22,15,2,3969,DB Schenker,Delivered,9930.24,299200.0,DB3578592505,,37.65
1018,358,385,10,11,9,3488,Maersk,Delivered,7916.41,77292.6,MAE1261196821,,24.49
1019,677,436,13,11,15,3828,DHL,In Transit,3432.71,275466.96,DHL4213634142,,35.59
1020,691,699,11,3,16,412,DB Schenker,Delayed,6602.3,12787.84,DB5401891031,,17.61
1021,607,104,20,7,2,4079,Maersk,In Transit,4786.71,840.2,MAE3729011383,,33.25
1022,539,562,15,1,4,2137,Maersk,Delayed,4254.56,132.06,MAE5444432311,Security Check,13.69
1023,260,283,11,9,12,3660,CMA CGM,Delivered,6938.52,113461.92,CMA9845042001,,29.08
1024,132,156,14,12,10,5043,CMA CGM,Delivered,4291.69,285.12,CMA6221119790,,42.75
1025,131,140,18,2,6,584,CMA CGM,Delivered,2885.17,24750.0,CMA6683697550,,42.57
1026,426,436,22,3,2,1629,FedEx,Delivered,9788.16,122800.0,FED1379972218,,39.54
1027,260,273,18,4,3,3302,Maersk,Delayed,7371.69,153000.0,MAE9467898122,Weather,23.39
1028,464,478,22,12,7,2611,CMA CGM,Delivered,8174.44,196800.0,CMA4977862749,,41.93
1029,621,639,3,16,2,4152,CMA CGM,Delivered,4849.98,665.04,CMA8585991592,,38.55
1030,137,149,11,9,5,1884,DB Schenker,Delayed,7185.5,58510.4,DB1629164355,,27.85
1031,419,559,7,2,10,1340,UPS,In Transit,6537.58,648.6,UPS7397225481,,26.16
1032,262,296,18,1,4,3393,CMA CGM,Delivered,6534.99,156915.0,CMA3045344050,,24.85
1033,490,495,10,6,6,5019,DB Schenker,Delivered,7782.82,101957.24,DB6446924841,,37.97
1034,672,698,18,9,8,4086,UPS,Delivered,6120.23,173250.0,UPS3872937057,,37.27
1035,549,488,21,4,12,4246,FedEx,In Transit,6160.75,830.87,FED5997653659,,26.58
1036,243,259,18,12,12,2782,UPS,Delivered,3145.67,117990.0,UPS2932479951,,40.97
1037,252,279,17,16,6,1644,Maersk,Delivered,4807.94,54215.0,MAE3484188994,,38.68
1038,21,38,5,13,1,1420,DHL,Delivered,5344.88,294.36,DHL9515814018,,41.16
1039,438,453,13,1,7,3887,CMA CGM,Delivered,5729.93,255900.56,CMA4945188931,,36.91
1040,87,117,18,3,2,1575,CMA CGM,Delayed,10058.3,72990.0,CMA8293411406,Port Congestion,14.0
1041,222,228,19,4,14,3855,FedEx,Delivered,10178.6,65394.0,FED6372200540,,39.96
1042,327,333,12,10,8,984,UPS,Delivered,4260.72,48806.55,UPS1331770096,,41.58
1043,530,554,3,11,16,1502,DB Schenker,Delivered,9191.98,240.55,DB9317396353,,38.54
1044,433,457,6,12,3,4293,FedEx,Delivered,4987.1,2710.82,FED2410492345,,40.52
1045,687,708,6,15,3,1386,UPS,Delayed,8152.6,956.09,UPS2655235128,,28.58
1046,544,184,22,10,4,3805,Maersk,In Transit,7616.39,313440.0,MAE9433931660,,32.37
1047,676,518,19,4,6,1295,UPS,In Transit,7412.71,24012.0,UPS1454896028,,28.26
1048,427,460,19,16,3,3776,DHL,Delayed,5596.38,70002.0,DHL1615339512,,17.49
1049,429,443,3,10,15,2127,DB Schenker,Delivered,5502.7,340.68,DB6036959126,,42.09
1050,632,657,13,11,14,135,DB Schenker,Delivered,5071.25,8874.76,DB3298499089,,36.63
1051,588,185,16,5,10,3481,UPS,In Transit,7725.12,89625.0,UPS2171530260,,35.15
1052,17,44,16,12,8,2858,Maersk,Delivered,3528.25,67325.0,MAE8078449252,,39.9
1053,672,696,15,10,15,4611,DHL,Delivered,9979.13,260.7,DHL8002266525,,42.54
1054,259,267,22,16,15,3274,DB Schenker,Delayed,4071.51,269760.0,DB5233207590,,27.46
1055,139,144,1,15,3,164,DHL,Delayed,4522.64,35.49,DHL9644005875,,30.03
1056,439,445,13,1,11,1294,DHL,Delivered,4042.45,85183.72,DHL4666075616,,38.75
1057,171,201,12,1,11,1905,DB Schenker,Delivered,7198.81,94506.75,DB4857827373,,41.43
1058,536,547,1,1,11,3465,CMA CGM,Delivered,3727.1,685.65,CMA1209316814,,39.08
1059,410,269,2,8,4,3429,Maersk,In Transit,7845.18,635.58,MAE9775354621,,30.91
1060,650,677,21,8,16,4992,FedEx,Delivered,7495.3,893.76,FED8483150700,,40.53
1061,443,457,11,6,13,1574,CMA CGM,Delivered,6897.65,48798.88,CMA6057375761,,28.42
1062,558,214,4,2,15,872,FedEx,In Transit,9722.23,197.56,FED8837710404,,36.32
1063,177,182,15,2,3,3537,UPS,Delivered,8883.14,199.98,UPS9552287872,,41.44
1064,295,329,1,11,6,4623,DB Schenker,Delayed,4081.7,999.81,DB1176385135,Security Check,15.76
1065,339,364,13,13,2,2662,DB Schenker,Delivered,14283.79,175328.92,DB4159538651,,39.2
1066,232,252,13,8,4,4340,UPS,Delivered,4009.22,285809.2,UPS4587657632,,41.24
1067,440,506,14,2,5,2625,DHL,In Transit,8480.36,162.18,DHL4243959882,,28.32
1068,471,292,8,11,15,4775,CMA CGM,In Transit,4364.24,2753.52,CMA5754519384,,26.94
1069,616,628,11,11,6,1978,FedEx,Delivered,5432.27,56218.24,FED8065149612,,38.77
1070,545,570,14,15,5,1728,CMA CGM,Delayed,10518.25,106.74,CMA9990437904,Weather,13.52
1071,654,679,8,16,6,2121,UPS,Delayed,3212.39,1223.04,UPS1729747835,,20.99
1072,232,238,15,14,12,4824,FedEx,Delivered,5985.17,272.76,FED7451869877,,37.99
1073,580,597,5,11,12,4619,FedEx,Delivered,9725.58,957.44,FED2793768839,,36.76
1074,626,644,5,7,7,4460,FedEx,Delivered,6780.57,924.44,FED3149035377,,36.61
1075,36,56,14,12,8,4442,FedEx,Delivered,6878.82,251.1,FED8660650736,,42.85
1076,573,474,2,8,7,2613,Maersk,In Transit,9032.6,484.38,MAE1849669911,,30.35
1077,377,389,4,7,13,2654,CMA CGM,Delivered,7832.02,600.16,CMA8246334414,,22.12
1078,154,159,11,9,9,4455,FedEx,Delayed,3400.45,138374.08,FED2451497570,,25.93
1079,61,86,8,16,7,4184,CMA CGM,Delivered,6496.98,2208.08,CMA6143942274,,37.89
1080,248,267,21,10,13,1499,UPS,Delayed,5281.69,293.36,UPS2622315530,Security Check,24.9
1081,646,663,19,10,11,1021,UPS,Delivered,8103.5,17334.0,UPS2937247271,,41.56
1082,283,289,14,15,11,3627,DB Schenker,Delivered,5842.21,205.08,DB8283202650,,37.07
1083,262,282,2,2,6,3104,DHL,Delayed,7012.03,575.28,DHL2382440800,Documentation Issue,15.76
1084,628,657,5,4,12,2068,DHL,Delivered,10496.22,428.78,DHL7009747851,,42.15
1085,234,260,8,2,14,3406,Maersk,Delayed,9650.25,1964.48,MAE3995272661,,29.34
1086,208,228,16,8,3,3730,CMA CGM,Delivered,3204.91,95850.0,CMA3787604172,,23.19
1087,632,642,12,12,7,1774,CMA CGM,Delivered,9130.42,88030.8,CMA3119136147,,40.44
1088,72,90,13,12,14,1858,Maersk,Delayed,5233.24,133680.44,MAE6111834917,,19.32
1089,84,117,4,2,13,4121,CMA CGM,Delivered,10150.73,854.26,CMA3106208191,,42.87
1090,470,501,18,5,11,1698,CMA CGM,Delivered,10477.8,78525.0,CMA3675721018,,20.16
1091,181,188,21,16,3,4121,FedEx,Delivered,5375.88,737.77,FED7945918081,,42.56
1092,577,277,21,15,4,3738,CMA CGM,In Transit,3277.86,731.31,CMA7790826073,,32.73
1093,431,150,10,8,4,2533,DB Schenker,In Transit,7122.57,56228.48,DB9426326287,,32.28
1094,602,633,18,6,7,4570,DHL,Delayed,4253.3,211770.0,DHL9844938601,Documentation Issue,17.39
1095,273,302,1,10,16,2815,CMA CGM,Delivered,10851.95,557.13,CMA2894502059,,37.98
1096,373,387,7,2,2,2083,UPS,Delivered,7502.56,922.61,UPS3450916139,,37.63
1097,60,93,2,11,9,1667,FedEx,Delayed,7273.58,309.06,FED9305785047,Vehicle Breakdown,12.37
1098,412,251,10,11,10,3384,FedEx,In Transit,10068.26,75136.6,FED4316962252,,27.76
1099,611,628,12,11,7,1608,Maersk,Delivered,7458.96,79764.75,MAE6460462849,,41.51
1100,670,696,7,2,13,2887,FedEx,Delayed,7975.65,1397.31,FED1602954406,,21.68
1101,66,81,7,13,3,275,FedEx,Delivered,6067.85,121.73,FED4020281764,,36.86
1102,499,531,21,15,9,3186,UPS,Delayed,7517.97,623.39,UPS7780410438,Weather,25.23
1103,552,561,17,12,9,4354,DHL,Delivered,8940.98,143605.0,DHL3438268969,,42.18
1104,154,161,7,10,3,3455,Maersk,Delayed,3636.57,1672.26,MAE7507617002,Security Check,24.52
1105,593,619,13,2,13,3048,DHL,Delayed,3674.71,219353.32,DHL7843314340,Port Congestion,25.67
1106,339,369,10,15,3,3371,DB Schenker,Delivered,4844.01,68474.56,DB2364104789,,37.61
1107,390,408,9,2,1,3558,DHL,Delivered,6174.52,53279.17,DHL9659078239,,39.04
1108,590,224,7,4,5,1452,DHL,In Transit,5039.76,702.65,DHL3694126632,,33.9
1109,261,276,20,13,6,878,DB Schenker,Delivered,7389.4,165.4,DB3976094867,,40.97
1110,576,278,7,5,12,1044,DB Schenker,In Transit,4075.87,505.25,DB6881951428,,27.41
1111,600,630,7,4,15,5181,Maersk,Delivered,6756.78,2294.54,MAE8035082750,,41.75
1112,438,448,18,16,5,3455,Maersk,Delivered,8615.91,146475.0,MAE9377560122,,37.94
1113,360,376,11,3,3,4019,UPS,Delayed,17757.49,124832.24,UPS3901806062,Customs Delay,12.43
1114,179,199,7,8,14,4232,CMA CGM,Delivered,7271.36,1874.36,CMA4710114395,,39.95
1115,449,470,15,8,7,3648,Maersk,Delayed,6565.04,225.42,MAE1920766788,Weather,18.77
1116,484,303,20,11,3,1093,FedEx,In Transit,4104.28,225.2,FED7212967340,,31.98
1117,178,192,21,13,3,2189,CMA CGM,Delayed,8212.95,428.26,CMA7624417175,Strikes,10.16
1118,388,409,6,12,4,3224,DHL,Delayed,4709.59,2224.4,DHL3145908302,,28.47
1119,626,707,14,6,14,1115,Maersk,In Transit,10516.52,68.88,MAE4324181912,,28.61
1120,13,47,6,4,12,3322,DB Schenker,Delayed,8150.01,2292.07,DB7618294562,,18.84
1121,641,586,8,10,2,266,Maersk,In Transit,8742.19,153.44,MAE6394553287,,35.3
1122,223,253,5,3,2,3871,DB Schenker,Delivered,7071.44,802.56,DB3740816344,,42.64
1123,654,670,22,1,7,2336,FedEx,Delivered,6933.01,176080.0,FED1754933940,,42.04
1124,433,445,3,14,14,4808,FedEx,Delivered,8557.57,770.27,FED7788279614,,41.7
1125,548,529,10,15,9,4726,CMA CGM,In Transit,2995.87,104932.52,CMA8089098266,,32.79
1126,299,312,3,10,9,2592,DHL,Delivered,8753.54,415.14,DHL9781140579,,40.04
1127,149,177,19,2,9,4050,UPS,Delayed,7522.66,75078.0,UPS9021469197,,18.29
1128,563,594,8,9,11,1168,DHL,Delivered,4859.27,616.56,DHL8616605235,,39.12
1129,472,484,15,15,10,612,Maersk,Delivered,7879.59,34.62,MAE8713372642,,38.89
1130,701,730,10,6,12,2695,Maersk,Delivered,11658.14,54762.4,MAE3747468861,,38.17
1131,482,511,21,10,11,3843,DHL,Delivered,8665.79,688.18,DHL8429323215,,41.15
1132,570,601,5,14,8,4705,Maersk,Delivered,7254.1,975.48,MAE1838568485,,39.68
1133,465,495,21,8,7,3068,Maersk,Delivered,7643.32,549.29,MAE6669320617,,37.01
1134,519,695,7,3,6,2120,Maersk,In Transit,3501.63,1026.01,MAE3704135577,,28.12
1135,368,394,10,7,9,3299,FedEx,Delivered,3852.06,67030.04,FED9092518274,,40.89
1136,715,729,12,8,11,713,FedEx,Delayed,4560.33,38645.1,FED3051934200,Vehicle Breakdown,9.9
1137,151,176,19,4,9,1547,DHL,Delayed,6005.02,28674.0,DHL9271732761,Port Congestion,23.2
1138,531,278,14,10,8,151,CMA CGM,In Transit,5613.59,9.3,CMA3546829493,,31.07
1139,401,242,1,8,8,363,Maersk,In Transit,7348.06,78.54,MAE4851718898,,30.91
1140,181,204,20,8,11,3891,Maersk,Delayed,11605.42,801.4,MAE7711968143,,24.8
1141,29,56,2,3,10,515,DHL,Delayed,8746.07,95.4,DHL4102562134,Port Congestion,22.75
1142,146,162,14,11,8,1542,DHL,Delivered,4445.12,87.18,DHL5328053322,,38.73
1143,289,304,9,4,2,4012,FedEx,Delivered,4447.88,60064.2,FED2153626064,,40.86
1144,334,342,5,15,13,136,Maersk,Delivered,7164.84,28.16,MAE9542330492,,40.14
1145,581,684,16,11,3,1648,FedEx,In Transit,4538.81,42425.0,FED6126476208,,28.63
1146,391,402,10,3,14,3906,DB Schenker,Delayed,3131.04,86714.32,DB9226733766,,28.49
1147,415,438,10,14,4,2631,CMA CGM,Delivered,2444.92,53447.24,CMA7991965163,,41.63
1148,477,495,10,7,5,3977,DHL,Delayed,3349.39,88309.76,DHL8072813754,Security Check,19.89
1149,289,323,18,15,3,2625,FedEx,Delivered,7945.09,111330.0,FED1508944523,,41.97
1150,325,339,13,13,13,4538,UPS,Delayed,3626.66,326549.24,UPS6461491330,,28.34
1151,611,628,15,9,14,784,CMA CGM,Delivered,3967.38,44.28,CMA8518270849,,41.05
1152,379,397,22,14,14,4686,FedEx,Delayed,9277.03,386080.0,FED2684321204,Vehicle Breakdown,22.96
1153,554,568,17,16,8,1743,Maersk,Delayed,9487.1,62825.0,MAE8320359232,Documentation Issue,20.56
1154,667,597,5,5,7,1070,Maersk,In Transit,10642.79,242.44,MAE5039329809,,33.06
1155,176,191,6,5,14,4843,CMA CGM,Delivered,3193.88,3057.88,CMA6249726427,,40.47
1156,282,313,7,13,9,1065,CMA CGM,Delivered,9319.47,471.88,CMA8642341914,,41.34
1157,491,503,11,3,4,3981,Maersk,Delivered,2916.02,113130.16,MAE3319044832,,37.51
1158,387,413,9,7,8,460,UPS,Delivered,7942.46,6880.37,UPS7695717461,,42.16
1159,686,604,13,3,7,2139,FedEx,In Transit,2696.22,153945.64,FED2760759000,,35.12
1160,581,597,10,10,4,379,DHL,Delivered,8803.24,7696.92,DHL7132639556,,36.68
1161,155,174,3,5,3,2040,DHL,Delivered,4702.14,326.74,DHL2058462871,,41.81
1162,641,674,20,9,12,800,DHL,Delayed,6604.48,164.8,DHL7922846170,,18.83
1163,589,614,18,6,9,2083,UPS,Delayed,9204.57,96525.0,UPS1628625478,,21.49
1164,82,95,14,1,9,2746,Maersk,Delivered,10176.67,155.28,MAE4423438998,,41.28
1165,642,659,13,13,3,4545,CMA CGM,Delayed,4681.52,327038.4,CMA8180671559,Documentation Issue,11.35
1166,447,188,1,16,1,356,FedEx,In Transit,8117.54,77.07,FED5646360752,,34.54
1167,336,341,5,11,4,4995,FedEx,Delivered,13626.14,1035.32,FED5733705601,,41.85
1168,81,108,7,1,4,2615,UPS,Delivered,7097.06,1158.08,UPS9270810565,,39.76
1169,721,215,2,7,2,1856,FedEx,In Transit,6595.85,343.98,FED2172992495,,25.83
1170,641,151,15,15,5,2619,DHL,In Transit,11453.47,161.82,DHL5622013501,,28.84
1171,600,283,14,11,1,3064,CMA CGM,In Transit,5702.39,189.3,CMA4360025466,,32.38
1172,486,504,12,2,16,1972,UPS,Delivered,7638.48,97823.7,UPS2641311878,,42.81
1173,57,91,15,12,10,2494,CMA CGM,Delivered,5503.49,141.0,CMA6708983634,,40.56
1174,413,423,18,14,2,1602,Maersk,In Transit,6105.56,74250.0,MAE5253128601,,28.55
1175,383,411,14,12,15,586,CMA CGM,Delayed,5545.49,36.18,CMA7470060927,Security Check,19.47
1176,429,462,7,12,2,4653,CMA CGM,Delayed,4897.38,2252.24,CMA7471550312,Security Check,17.86
1177,16,46,1,1,13,1017,FedEx,Delivered,7684.07,201.18,FED9510447149,,41.51
1178,3,13,16,7,4,1242,UPS,Delayed,3777.7,31975.0,UPS8024563422,,18.55
1179,665,684,2,9,9,2048,FedEx,Delayed,5652.99,379.62,FED7109793423,,26.97
1180,331,353,11,8,14,405,DHL,Delivered,9451.95,11490.96,DHL2884800888,,39.98
1181,110,116,18,4,13,2644,Maersk,Delayed,7327.52,122535.0,MAE9763191013,,29.57
1182,614,623,18,1,3,3516,Maersk,Delivered,4770.62,149085.0,MAE9173758828,,38.69
1183,151,176,20,13,2,1804,DB Schenker,Delivered,6164.06,340.0,DB2467099055,,40.56
1184,152,174,15,10,6,653,CMA CGM,Delivered,10982.96,36.96,CMA2657649513,,42.49
1185,76,87,11,5,13,280,Maersk,Delivered,10135.03,7932.08,MAE4441142587,,37.15
1186,10,21,6,7,8,1956,DHL,Delayed,6183.56,1349.38,DHL1248273043,Customs Delay,24.68
1187,720,731,18,6,14,5065,DHL,Delivered,6179.83,214785.0,DHL3653551299,,40.92
1188,310,328,20,4,10,1028,DB Schenker,Delivered,5501.59,193.8,DB6555783814,,36.93
1189,613,638,5,4,15,3089,UPS,Delivered,9951.77,640.42,UPS6067228873,,38.43
1190,555,561,20,8,3,2269,FedEx,Delivered,5248.01,427.6,FED5241516945,,41.05
1191,694,714,20,6,6,3425,FedEx,Delivered,9283.6,645.4,FED1497629955,,36.92
1192,372,399,7,4,1,2658,Maersk,Delivered,6255.12,1177.35,MAE6928399358,,40.24
1193,566,598,12,15,12,4970,DHL,Delivered,4957.18,246507.3,DHL6796715874,,38.72
1194,401,426,8,11,7,4651,Maersk,Delayed,6235.07,2682.4,MAE7683955433,,25.17
1195,459,473,6,3,6,982,CMA CGM,Delivered,8334.19,619.75,CMA2618309893,,36.79
1196,450,480,3,5,2,4950,DHL,Delivered,8351.15,792.88,DHL1686658853,,42.1
1197,727,731,18,2,9,2959,DHL,Delivered,17317.11,125460.0,DHL9988976973,,42.76
1198,374,397,6,1,15,3358,DHL,Delivered,2389.85,2120.55,DHL3759012729,,42.73
1199,63,83,22,3,12,379,DB Schenker,Delayed,3102.0,31200.0,DB6952657816,Carrier Delay,21.46
1200,314,347,16,3,15,497,DHL,Delivered,9988.37,11700.0,DHL2655771829,,37.33
1201,413,446,13,10,14,2534,UPS,Delayed,6056.62,182386.8,UPS9772496847,,26.94
1202,18,32,8,10,4,945,CMA CGM,Delivered,5878.53,543.76,CMA2715472997,,17.49
1203,404,432,10,7,15,2190,UPS,Delayed,7631.3,48617.8,UPS4542117992,Documentation Issue,8.96
1204,359,381,17,12,8,1463,Maersk,Delayed,9451.56,52745.0,MAE8001028592,Customs Delay,14.14
1205,73,92,3,11,11,2059,DHL,Delivered,6439.47,329.8,DHL8067035180,,39.64
1206,174,181,9,10,3,4844,FedEx,Delivered,3015.78,72537.85,FED3779771735,,41.45
1207,24,52,19,2,7,4738,Maersk,Delivered,7635.17,80370.0,MAE1244987709,,40.89
1208,388,413,18,13,12,5229,Maersk,Delivered,5258.82,221715.0,MAE5625903900,,39.36
1209,202,216,4,8,8,4493,Maersk,Delivered,5050.35,931.26,MAE3817778568,,38.25
1210,556,720,22,12,15,2331,DHL,In Transit,8238.62,192000.0,DHL9501225777,,36.46
1211,669,703,19,8,7,3193,CMA CGM,Delayed,7395.25,59184.0,CMA8526978793,Vehicle Breakdown,15.91
1212,249,268,8,3,11,1191,CMA CGM,Delivered,5446.36,628.88,CMA1733771308,,39.4
1213,508,514,3,12,11,4274,DHL,Delivered,8501.13,684.76,DHL5955201406,,37.54
1214,392,409,19,16,7,1391,UPS,Delivered,9310.56,23580.0,UPS9559563979,,41.61
1215,267,276,17,5,11,4127,DB Schenker,Delayed,10397.7,148750.0,DB2281694390,Strikes,20.5
1216,602,615,16,14,13,587,UPS,Delayed,7363.91,15100.0,UPS7240775351,Port Congestion,12.38
1217,269,276,3,12,3,4124,DHL,Delayed,7957.41,721.99,DHL6526297174,,18.23
1218,100,106,21,6,14,2634,DB Schenker,Delivered,3409.56,471.58,DB4050587463,,40.87
1219,404,434,8,16,1,2665,DB Schenker,Delivered,3971.8,1406.16,DB9525800716,,40.71
1220,266,300,10,13,11,2438,UPS,Delayed,8324.47,54137.16,UPS7672725744,Strikes,13.28
1221,580,602,8,8,7,1620,CMA CGM,Delivered,7097.0,855.12,CMA7353842896,,42.61
1222,495,501,10,6,9,4752,FedEx,Delivered,9657.75,96545.68,FED2849392247,,37.47
1223,172,191,14,14,8,1191,FedEx,Delayed,3578.29,73.62,FED3082642425,,22.74
1224,307,331,18,7,10,4309,DB Schenker,Delivered,6298.37,182745.0,DB9138684660,,42.57
1225,501,517,2,14,2,2243,DB Schenker,Delayed,2726.36,415.8,DB3169070737,Customs Delay,15.79
1226,588,610,20,7,7,3212,FedEx,Delivered,9845.35,605.4,FED8397391247,,40.6
1227,547,636,13,14,15,2959,UPS,In Transit,7335.27,212924.36,UPS6175084800,,30.03
1228,112,121,10,3,11,4071,DHL,Delayed,4142.87,90379.52,DHL5388805258,,20.71
1229,368,373,17,6,4,211,DB Schenker,Delayed,3105.92,7595.0,DB6593201882,,29.85
1230,588,420,21,3,1,1964,UPS,In Transit,10795.92,384.37,UPS1905431891,,30.15
1231,36,55,17,16,3,793,Maersk,Delivered,6980.22,26145.0,MAE8451530910,,42.25
1232,404,300,2,13,2,1773,DHL,In Transit,8672.86,328.68,DHL8024252015,,28.23
1233,134,142,6,4,6,743,UPS,Delayed,4453.69,512.55,UPS3066985509,,19.92
1234,333,340,19,12,13,4996,DHL,Delivered,4434.21,84726.0,DHL5423309430,,36.69
1235,288,301,17,4,3,4382,FedEx,Delivered,3459.3,144550.0,FED6399342924,,40.69
1236,221,252,10,4,3,3014,Maersk,Delayed,3045.42,66922.24,MAE5280673682,,21.92
1237,225,257,20,6,3,5127,Maersk,Delivered,4229.14,966.2,MAE4432995826,,42.06
1238,669,700,18,6,5,2686,Maersk,Delayed,4907.63,124470.0,MAE2894552150,,23.27
1239,52,81,1,4,10,3732,UPS,Delivered,4409.03,738.57,UPS1692501271,,42.72
1240,155,177,13,2,13,454,UPS,Delivered,9381.36,29908.64,UPS8567018775,,37.68
1241,656,265,14,8,13,351,DB Schenker,In Transit,7315.97,21.66,DB4412983340,,35.08
1242,595,614,8,4,11,3062,DB Schenker,Delivered,9497.1,1615.6,DB1250413365,,41.49
1243,153,163,14,1,11,105,FedEx,Delivered,9310.35,5.94,FED3542316092,,41.45
1244,217,229,12,9,11,778,FedEx,Delayed,7005.22,42172.65,FED2720423760,,28.05
1245,411,436,16,6,16,3025,DB Schenker,Delayed,3009.78,77875.0,DB9353549952,Security Check,21.65
1246,418,435,19,3,9,3357,DB Schenker,Delayed,5726.89,62226.0,DB9704468741,Weather,19.34
1247,454,459,2,10,1,2959,CMA CGM,Delivered,2666.12,501.84,CMA2640074183,,37.34
1248,143,157,16,10,5,335,FedEx,Delivered,6372.22,7875.0,FED3069424453,,36.7
1249,469,483,7,14,11,3546,CMA CGM,Delivered,2897.7,1570.27,CMA1872940102,,42.42
1250,437,464,10,13,8,4153,DHL,Delivered,9761.88,84364.28,DHL2469831845,,40.46
1251,134,152,4,6,13,4907,FedEx,Delivered,7368.79,1017.28,FED5533692844,,41.62
1252,709,723,12,16,15,2752,FedEx,Delivered,12674.83,136574.1,FED7910720770,,39.59
1253,286,317,20,1,6,2274,Maersk,Delayed,4816.55,468.4,MAE8782618686,Carrier Delay,10.6
1254,567,601,5,4,4,4510,DHL,Delayed,8010.14,1021.68,DHL3842786189,Customs Delay,10.74
