production_id,date_key,product_id,facility_id,quantity_produced,defective_units,defect_rate_pct,batch_number
24110,135,2,9,8,0,1.25,PROD-2023249232
24111,25,9,9,26,0,1.29,PROD-2023870662
24112,613,1,1,894,12,1.34,PROD-2024279027
24113,684,5,7,297,4,1.33,PROD-2024247319
24114,362,15,10,611,9,1.35,PROD-2023763981
24115,518,19,10,272,3,1.22,PROD-2024338042
24116,421,8,9,880,12,1.34,PROD-2024420392
24117,295,1,10,30,0,1.28,PROD-2023516356
24118,408,7,12,1174,15,1.31,PROD-2024225101
24119,363,11,9,288,4,1.35,PROD-2023769458
24120,624,7,1,1835,25,1.35,PROD-2024647388
24121,661,8,3,1449,19,1.32,PROD-2024385780
24122,364,10,3,341,5,1.35,PROD-2023293250
24123,349,7,1,809,11,1.33,PROD-2023146213
24124,697,5,2,372,5,1.36,PROD-2024182785
24125,666,8,3,2196,29,1.32,PROD-2024351755
24126,509,6,10,986,13,1.29,PROD-2024985560
24127,320,10,9,51,1,1.35,PROD-2023847427
24128,377,22,8,1425,19,1.33,PROD-2024671607
24129,619,10,9,2829,38,1.34,PROD-2024407789
24130,593,5,2,1690,22,1.28,PROD-2024278453
24131,627,21,2,234,3,1.34,PROD-2024166021
24132,278,3,11,12,0,1.3,PROD-2023803999
24133,361,18,9,791,11,1.37,PROD-2023991779
24134,186,7,7,55,1,1.29,PROD-2023398686
24135,645,8,9,2606,35,1.33,PROD-2024103637
24136,408,9,9,973,13,1.32,PROD-2024408765
24137,489,22,8,137,2,1.24,PROD-2024627889
24138,283,22,1,24,0,1.3,PROD-2023241015
24139,178,19,7,44,1,1.19,PROD-2023296597
24140,429,17,12,1067,14,1.33,PROD-2024807710
24141,434,10,2,2158,28,1.32,PROD-2024600863
24142,422,11,8,188,2,1.29,PROD-2024366059
24143,213,16,7,7,0,1.27,PROD-2023159843
24144,71,5,7,20,0,1.36,PROD-2023453720
24145,133,10,11,15,0,1.24,PROD-2023639149
24146,589,21,12,1600,20,1.27,PROD-2024715485
24147,464,11,3,2291,29,1.27,PROD-2024403652
24148,321,12,11,28,0,1.36,PROD-2023848805
24149,306,12,12,9,0,1.33,PROD-2023430535
24150,46,2,2,31,0,1.3,PROD-2023923813
24151,327,16,10,31,0,1.34,PROD-2023777162
24152,18,15,12,34,0,1.31,PROD-2023722968
24153,403,18,11,188,2,1.32,PROD-2024581364
24154,55,1,3,45,1,1.33,PROD-2023635179
24155,83,21,10,51,1,1.33,PROD-2023274560
24156,529,19,1,846,11,1.25,PROD-2024626571
24157,505,2,7,1458,18,1.26,PROD-2024260909
24158,89,19,1,40,1,1.31,PROD-2023407506
24159,709,14,9,1288,18,1.36,PROD-2024198670
24160,91,16,12,8,0,1.23,PROD-2023681414
24161,365,13,1,396,6,1.36,PROD-2023251486
24162,175,17,3,17,0,1.2,PROD-2023800393
24163,594,8,11,2282,30,1.31,PROD-2024809229
24164,84,15,1,9,0,1.32,PROD-2023878605
24165,489,20,3,249,3,1.3,PROD-2024764404
24166,328,15,1,27,0,1.34,PROD-2023238903
24167,419,6,10,1853,24,1.31,PROD-2024466619
24168,695,11,1,1494,20,1.35,PROD-2024646975
24169,695,3,2,275,4,1.35,PROD-2024188853
24170,458,15,2,2647,33,1.23,PROD-2024637490
24171,122,3,2,8,0,1.25,PROD-2023475667
24172,478,2,12,1676,20,1.2,PROD-2024891355
24173,42,3,11,47,1,1.3,PROD-2023786394
24174,168,14,12,8,0,1.22,PROD-2023600813
24175,502,19,7,720,9,1.27,PROD-2024812346
24176,92,6,11,7,0,1.26,PROD-2023321988
24177,370,9,10,476,6,1.29,PROD-2024987619
24178,392,17,9,1486,19,1.31,PROD-2024343242
24179,306,1,3,19,0,1.33,PROD-2023755077
24180,561,6,2,1957,25,1.29,PROD-2024273882
24181,62,11,8,38,0,1.31,PROD-2023403605
24182,714,13,11,3602,47,1.31,PROD-2024635776
24183,109,2,9,49,1,1.24,PROD-2023764722
24184,618,22,10,342,4,1.31,PROD-2024883395
24185,453,3,9,1252,16,1.29,PROD-2024611921
24186,197,12,7,38,0,1.31,PROD-2023755664
24187,147,19,7,25,0,1.29,PROD-2023704111
24188,263,11,7,62,1,1.32,PROD-2023228368
24189,237,4,3,31,0,1.28,PROD-2023432388
24190,393,4,8,2725,35,1.29,PROD-2024693715
24191,380,3,2,1853,24,1.32,PROD-2024144101
24192,7,10,3,40,1,1.31,PROD-2023868943
24193,490,2,3,588,8,1.29,PROD-2024174719
24194,140,11,3,22,0,1.31,PROD-2023555121
24195,560,6,11,1978,26,1.3,PROD-2024815453
24196,355,5,11,396,5,1.32,PROD-2023844910
24197,336,15,2,377,5,1.33,PROD-2023152786
24198,29,1,1,28,0,1.3,PROD-2023541252
24199,421,18,2,1291,17,1.33,PROD-2024214473
24200,175,11,2,43,1,1.19,PROD-2023471768
24201,42,10,12,11,0,1.26,PROD-2023758443
24202,332,22,2,2,0,1.29,PROD-2023274554
24203,280,17,1,15,0,1.33,PROD-2023502414
24204,163,10,10,8,0,1.21,PROD-2023196618
24205,8,11,10,27,0,1.31,PROD-2023764634
24206,68,9,12,2,0,1.34,PROD-2023280879
24207,280,17,9,31,0,1.32,PROD-2023407397
24208,274,21,9,10,0,1.32,PROD-2023350844
24209,296,7,3,20,0,1.27,PROD-2023372202
24210,332,22,8,41,1,1.34,PROD-2023613988
24211,334,12,2,52,1,1.31,PROD-2023140272
24212,574,15,9,201,3,1.29,PROD-2024143143
24213,510,13,7,1050,13,1.27,PROD-2024252627
24214,320,2,11,10,0,1.35,PROD-2023949681
24215,280,5,12,45,1,1.3,PROD-2023564809
24216,121,18,3,24,0,1.26,PROD-2023541714
24217,351,1,9,396,6,1.37,PROD-2023940724
24218,600,7,12,1511,20,1.31,PROD-2024686113
24219,712,10,9,349,5,1.34,PROD-2024653180
24220,295,12,9,37,0,1.29,PROD-2023564293
24221,16,14,3,18,0,1.27,PROD-2023158885
24222,403,14,2,2240,28,1.27,PROD-2024618233
24223,121,11,10,23,0,1.25,PROD-2023969602
24224,472,5,11,1500,18,1.23,PROD-2024600482
24225,455,6,8,2748,37,1.33,PROD-2024805826
24226,542,7,10,1449,18,1.21,PROD-2024661263
24227,87,14,12,21,0,1.31,PROD-2023484178
24228,285,10,3,53,1,1.26,PROD-2023645185
24229,295,16,10,54,1,1.32,PROD-2023976283
24230,150,22,12,17,0,1.26,PROD-2023119404
24231,536,2,11,765,9,1.24,PROD-2024599133
24232,428,2,9,1534,20,1.32,PROD-2024103579
24233,223,19,12,38,0,1.3,PROD-2023256373
24234,174,13,8,40,0,1.21,PROD-2023914016
24235,160,2,10,40,0,1.24,PROD-2023157454
24236,46,16,1,52,1,1.31,PROD-2023126175
24237,309,13,12,38,1,1.36,PROD-2023334518
24238,42,11,10,35,0,1.3,PROD-2023528150
24239,311,6,10,38,0,1.29,PROD-2023385340
24240,2,4,1,47,1,1.28,PROD-2023737482
24241,478,7,12,1077,13,1.25,PROD-2024861216
24242,726,15,9,1875,25,1.33,PROD-2024442884
24243,35,17,7,15,0,1.31,PROD-2023200133
24244,260,7,10,14,0,1.3,PROD-2023756036
24245,70,18,1,2,0,1.33,PROD-2023395506
24246,321,15,9,14,0,1.35,PROD-2023487267
24247,156,14,2,53,1,1.22,PROD-2023341818
24248,385,7,3,1680,22,1.28,PROD-2024740427
24249,249,12,10,23,0,1.32,PROD-2023150639
24250,487,15,8,1592,20,1.25,PROD-2024171935
24251,333,12,7,11,0,1.35,PROD-2023253746
24252,530,17,12,2730,34,1.25,PROD-2024927462
24253,384,12,3,1446,19,1.3,PROD-2024438418
24254,113,3,11,11,0,1.24,PROD-2023498147
24255,263,4,12,41,1,1.32,PROD-2023292564
24256,719,1,12,3212,44,1.36,PROD-2024133373
24257,115,8,3,4,0,1.24,PROD-2023595066
24258,484,7,12,2782,34,1.24,PROD-2024648622
24259,510,13,2,1082,13,1.23,PROD-2024983846
24260,205,10,7,40,1,1.34,PROD-2023250149
24261,423,12,1,1350,18,1.3,PROD-2024919032
24262,6,16,1,22,0,1.33,PROD-2023647334
24263,528,10,2,1161,14,1.17,PROD-2024358760
24264,74,12,7,10,0,1.33,PROD-2023843843
24265,120,15,12,53,1,1.27,PROD-2023299862
24266,481,19,3,742,9,1.24,PROD-2024593231
24267,719,12,10,254,3,1.34,PROD-2024736836
24268,438,18,12,1223,16,1.28,PROD-2024362418
24269,552,15,12,3078,41,1.33,PROD-2024776480
24270,269,2,3,45,1,1.29,PROD-2023328738
24271,719,22,12,1738,24,1.36,PROD-2024168744
24272,165,1,11,14,0,1.22,PROD-2023223343
24273,630,10,8,1216,16,1.32,PROD-2024482477
24274,642,20,3,1866,24,1.31,PROD-2024839701
24275,457,12,8,818,10,1.27,PROD-2024813987
24276,444,20,11,1454,19,1.31,PROD-2024886133
24277,64,7,11,51,1,1.31,PROD-2023603171
24278,600,12,3,1715,23,1.32,PROD-2024556802
24279,366,11,2,618,8,1.34,PROD-2024547598
24280,324,5,9,26,0,1.35,PROD-2023270348
24281,483,2,12,711,9,1.25,PROD-2024168476
24282,640,11,3,142,2,1.29,PROD-2024910435
24283,82,22,8,13,0,1.33,PROD-2023909646
24284,698,1,1,1743,23,1.32,PROD-2024996857
24285,306,6,11,5,0,1.35,PROD-2023615389
24286,201,18,10,58,1,1.26,PROD-2023456896
24287,196,4,9,35,0,1.29,PROD-2023880807
24288,492,12,1,1843,24,1.31,PROD-2024551977
24289,555,19,2,1853,24,1.31,PROD-2024186710
24290,381,22,10,825,11,1.31,PROD-2024177481
24291,280,6,11,4,0,1.28,PROD-2023778116
24292,251,3,7,23,0,1.31,PROD-2023709664
24293,263,16,10,32,0,1.33,PROD-2023791337
24294,360,11,2,126,2,1.33,PROD-2023928851
24295,639,20,7,1121,15,1.32,PROD-2024884912
24296,370,20,7,1435,19,1.31,PROD-2024463595
24297,412,17,1,824,11,1.31,PROD-2024554134
24298,471,1,8,1890,24,1.25,PROD-2024224016
24299,340,22,1,971,14,1.35,PROD-2023447167
24300,50,7,11,25,0,1.28,PROD-2023935167
24301,416,14,3,1153,15,1.31,PROD-2024820487
24302,389,8,9,654,8,1.26,PROD-2024708178
24303,681,3,1,2149,28,1.31,PROD-2024676915
24304,236,21,11,34,0,1.28,PROD-2023755077
24305,52,19,7,24,0,1.32,PROD-2023773389
24306,18,1,10,58,1,1.29,PROD-2023994750
24307,480,12,8,2477,31,1.24,PROD-2024529161
24308,138,1,1,4,0,1.27,PROD-2023465087
24309,368,13,3,1874,24,1.28,PROD-2024941860
24310,310,15,3,56,1,1.35,PROD-2023209339
24311,227,8,11,30,0,1.32,PROD-2023409900
24312,581,13,9,459,6,1.28,PROD-2024829828
24313,56,22,3,17,0,1.32,PROD-2023966331
24314,190,6,3,28,0,1.33,PROD-2023651839
24315,637,8,3,2297,31,1.33,PROD-2024546906
24316,107,13,9,40,1,1.26,PROD-2023199257
24317,647,15,10,1920,25,1.29,PROD-2024267153
24318,287,13,11,24,0,1.25,PROD-2023948469
24319,349,14,7,701,10,1.38,PROD-2023510650
24320,97,7,12,19,0,1.24,PROD-2023832624
24321,616,22,1,2532,34,1.33,PROD-2024579717
24322,180,19,11,55,1,1.16,PROD-2023185042
24323,284,2,2,11,0,1.26,PROD-2023628393
24324,489,1,2,1582,21,1.32,PROD-2024491406
24325,423,19,8,2470,33,1.34,PROD-2024600422
24326,541,8,2,294,4,1.21,PROD-2024221522
24327,353,18,9,1043,15,1.37,PROD-2023350376
24328,502,12,3,1969,25,1.25,PROD-2024684700
24329,711,1,12,2245,30,1.33,PROD-2024885534
24330,421,16,12,1020,13,1.3,PROD-2024136007
24331,163,13,1,38,0,1.23,PROD-2023470454
24332,715,6,2,439,6,1.34,PROD-2024800444
24333,304,6,8,42,1,1.28,PROD-2023968340
24334,219,2,3,52,1,1.25,PROD-2023183574
24335,250,9,10,25,0,1.29,PROD-2023767912
24336,36,20,8,38,0,1.31,PROD-2023742157
24337,278,8,2,6,0,1.3,PROD-2023705705
24338,377,19,12,2992,39,1.29,PROD-2024160160
24339,33,16,11,26,0,1.27,PROD-2023255256
24340,392,19,9,1924,25,1.3,PROD-2024211850
24341,492,16,11,458,6,1.26,PROD-2024750784
24342,583,3,10,1263,16,1.3,PROD-2024874074
24343,410,13,7,1312,17,1.29,PROD-2024735170
24344,210,5,12,58,1,1.29,PROD-2023750858
24345,618,17,9,1314,17,1.31,PROD-2024810108
24346,632,20,11,1267,17,1.31,PROD-2024508806
24347,607,5,1,1108,14,1.28,PROD-2024623222
24348,426,10,1,977,13,1.33,PROD-2024684188
24349,22,10,1,36,0,1.29,PROD-2023515272
24350,88,16,2,52,1,1.34,PROD-2023534135
24351,167,7,1,8,0,1.24,PROD-2023959531
24352,682,21,11,220,3,1.35,PROD-2024118207
24353,492,18,9,339,4,1.25,PROD-2024855035
24354,14,20,7,39,0,1.26,PROD-2023758575
24355,4,20,12,15,0,1.31,PROD-2023160193
24356,553,9,11,2175,28,1.3,PROD-2024636452
24357,397,4,9,378,5,1.3,PROD-2024251753
24358,35,20,11,27,0,1.32,PROD-2023818968
24359,187,7,3,53,1,1.3,PROD-2023119463
24360,86,18,2,52,1,1.29,PROD-2023367959
24361,10,13,1,49,1,1.28,PROD-2023886602
24362,535,17,1,926,11,1.22,PROD-2024437398
24363,332,16,10,51,1,1.33,PROD-2023226678
24364,237,19,12,4,0,1.33,PROD-2023816694
24365,696,2,3,1155,16,1.35,PROD-2024810957
24366,662,11,10,638,8,1.29,PROD-2024823644
24367,111,9,8,22,0,1.22,PROD-2023847981
24368,294,8,2,51,1,1.28,PROD-2023489789
24369,589,20,8,624,8,1.31,PROD-2024259821
24370,126,5,11,47,1,1.26,PROD-2023172957
24371,102,20,8,36,0,1.22,PROD-2023184090
24372,484,19,7,2246,28,1.25,PROD-2024980712
24373,311,20,8,40,1,1.32,PROD-2023391212
24374,661,13,9,2604,33,1.27,PROD-2024987891
24375,240,15,8,5,0,1.3,PROD-2023171270
24376,664,11,2,1959,26,1.34,PROD-2024743783
24377,476,18,9,4147,51,1.22,PROD-2024626838
24378,520,2,12,1821,22,1.2,PROD-2024354259
24379,290,4,3,23,0,1.27,PROD-2023430815
24380,452,20,9,879,11,1.29,PROD-2024296520
24381,48,19,12,42,1,1.29,PROD-2023722613
24382,554,4,12,2500,33,1.31,PROD-2024396282
24383,236,11,2,27,0,1.3,PROD-2023598610
24384,586,19,3,883,11,1.29,PROD-2024389508
24385,427,2,7,1645,22,1.33,PROD-2024480227
24386,9,14,12,17,0,1.3,PROD-2023599474
24387,361,10,2,1043,15,1.37,PROD-2023527239
24388,517,5,12,1939,25,1.29,PROD-2024379037
24389,215,16,10,26,0,1.33,PROD-2023859777
24390,117,9,9,2,0,1.24,PROD-2023613913
24391,300,3,9,53,1,1.25,PROD-2023542676
24392,459,20,2,326,4,1.26,PROD-2024619356
24393,244,5,11,25,0,1.34,PROD-2023646584
24394,160,3,7,37,0,1.22,PROD-2023247414
24395,509,16,7,497,6,1.28,PROD-2024394437
24396,405,3,7,2275,30,1.32,PROD-2024626981
24397,387,10,9,2129,29,1.34,PROD-2024884841
24398,661,5,12,1391,18,1.28,PROD-2024836685
24399,494,3,12,586,8,1.29,PROD-2024583177
24400,38,11,9,35,0,1.3,PROD-2023866148
24401,159,1,1,7,0,1.26,PROD-2023920151
24402,258,12,3,18,0,1.35,PROD-2023514613
24403,443,16,10,1859,24,1.3,PROD-2024579645
24404,111,13,2,12,0,1.25,PROD-2023482497
24405,482,15,1,734,9,1.23,PROD-2024574309
24406,381,9,2,756,10,1.28,PROD-2024363751
24407,507,22,10,993,13,1.3,PROD-2024674104
24408,21,13,8,30,0,1.25,PROD-2023868084
24409,362,22,8,845,12,1.35,PROD-2023653557
24410,564,8,2,864,11,1.27,PROD-2024701739
24411,114,14,9,19,0,1.27,PROD-2023972530
24412,363,6,12,449,6,1.36,PROD-2023964729
24413,514,22,9,1090,14,1.29,PROD-2024629120
24414,265,8,1,20,0,1.32,PROD-2023638080
24415,402,12,10,2481,32,1.3,PROD-2024317585
24416,560,3,3,402,5,1.26,PROD-2024583999
24417,49,12,10,40,1,1.3,PROD-2023891249
24418,213,19,10,6,0,1.29,PROD-2023126574
24419,375,3,10,1497,19,1.29,PROD-2024736204
24420,132,12,2,49,1,1.25,PROD-2023615241
24421,147,10,11,26,0,1.26,PROD-2023889781
24422,461,16,11,1883,24,1.25,PROD-2024663413
24423,151,19,9,42,1,1.27,PROD-2023439430
24424,456,1,12,1491,19,1.28,PROD-2024705018
24425,574,11,1,763,10,1.33,PROD-2024186145
24426,705,11,9,265,4,1.38,PROD-2024402987
24427,535,21,7,2413,29,1.21,PROD-2024238812
24428,688,9,2,3130,42,1.33,PROD-2024365930
24429,398,4,3,498,6,1.29,PROD-2024174735
24430,317,20,8,34,0,1.36,PROD-2023503424
24431,140,12,2,17,0,1.34,PROD-2023542974
24432,682,8,7,2414,33,1.36,PROD-2024511578
24433,90,22,12,23,0,1.32,PROD-2023174116
24434,367,10,7,866,11,1.32,PROD-2024326835
24435,592,14,7,2219,29,1.31,PROD-2024869024
24436,541,8,11,1640,20,1.23,PROD-2024449755
24437,419,17,2,811,10,1.29,PROD-2024469169
24438,376,21,8,673,9,1.34,PROD-2024628748
24439,284,20,10,27,0,1.3,PROD-2023566754
24440,307,6,7,16,0,1.32,PROD-2023593669
24441,26,5,10,16,0,1.28,PROD-2023103980
24442,257,21,1,30,0,1.33,PROD-2023109722
24443,298,16,12,13,0,1.29,PROD-2023938361
24444,217,7,10,30,0,1.28,PROD-2023396496
24445,103,19,11,33,0,1.26,PROD-2023959358
24446,14,12,7,48,1,1.31,PROD-2023285506
24447,154,20,3,48,1,1.2,PROD-2023972475
24448,129,6,1,6,0,1.29,PROD-2023479359
24449,82,5,10,9,0,1.3,PROD-2023826131
24450,115,12,8,27,0,1.19,PROD-2023771582
24451,689,3,3,684,9,1.33,PROD-2024878225
24452,205,1,3,35,0,1.28,PROD-2023794060
24453,576,21,10,222,3,1.34,PROD-2024240320
24454,129,21,12,36,0,1.27,PROD-2023671870
24455,557,16,9,142,2,1.28,PROD-2024852678
24456,606,13,7,1682,22,1.3,PROD-2024888074
24457,677,2,7,2386,32,1.33,PROD-2024584571
24458,710,17,1,1170,16,1.35,PROD-2024354273
24459,439,10,9,1930,26,1.35,PROD-2024172947
24460,360,10,10,126,2,1.34,PROD-2023344368
24461,13,7,7,7,0,1.29,PROD-2023890953
24462,552,11,12,2762,36,1.3,PROD-2024418335
24463,721,5,2,979,14,1.38,PROD-2024353203
24464,675,16,9,3237,43,1.34,PROD-2024526925
24465,448,8,3,911,12,1.32,PROD-2024344258
24466,488,8,1,433,6,1.28,PROD-2024239692
24467,580,13,9,307,4,1.28,PROD-2024465718
24468,39,2,9,8,0,1.27,PROD-2023285294
24469,596,11,11,2284,30,1.3,PROD-2024468344
24470,665,4,2,168,2,1.27,PROD-2024405593
24471,382,10,3,1762,23,1.3,PROD-2024676374
24472,344,1,7,594,8,1.33,PROD-2023376182
24473,43,9,11,36,0,1.3,PROD-2023807879
24474,663,11,9,790,10,1.29,PROD-2024138230
24475,588,18,10,1557,20,1.3,PROD-2024627806
24476,447,7,8,1952,26,1.31,PROD-2024232226
24477,114,21,8,27,0,1.25,PROD-2023727062
24478,495,11,2,1677,21,1.26,PROD-2024942081
24479,112,13,11,34,0,1.26,PROD-2023657022
24480,455,20,8,1035,13,1.3,PROD-2024632568
24481,341,3,2,179,2,1.35,PROD-2023701825
24482,643,9,8,2387,31,1.31,PROD-2024670400
24483,402,20,3,429,6,1.29,PROD-2024790786
24484,16,12,12,9,0,1.35,PROD-2023778576
24485,223,18,10,8,0,1.31,PROD-2023565819
24486,97,22,1,53,1,1.27,PROD-2023785347
24487,657,11,8,1968,25,1.29,PROD-2024316238
24488,234,14,9,41,1,1.31,PROD-2023929911
24489,400,19,10,2142,28,1.29,PROD-2024881927
24490,530,20,3,1352,17,1.23,PROD-2024652659
24491,221,5,1,40,1,1.3,PROD-2023621634
24492,556,5,1,658,9,1.31,PROD-2024159508
24493,485,1,3,758,9,1.21,PROD-2024547983
24494,579,15,10,775,10,1.34,PROD-2024486461
24495,264,20,7,39,1,1.29,PROD-2023991937
24496,218,3,12,37,0,1.3,PROD-2023677811
24497,513,4,8,525,7,1.28,PROD-2024189223
24498,169,20,7,40,0,1.23,PROD-2023790099
24499,140,5,9,22,0,1.29,PROD-2023574422
24500,656,4,7,223,3,1.29,PROD-2024884875
24501,149,19,2,27,0,1.27,PROD-2023998311
24502,49,2,7,27,0,1.31,PROD-2023349576
24503,437,14,7,1642,22,1.34,PROD-2024100716
24504,702,6,12,613,8,1.34,PROD-2024514196
24505,207,11,11,50,1,1.26,PROD-2023113058
24506,82,8,1,21,0,1.32,PROD-2023878835
24507,500,8,10,2243,28,1.25,PROD-2024611615
24508,232,12,1,41,1,1.3,PROD-2023148120
24509,575,20,1,1795,24,1.36,PROD-2024460226
24510,189,12,8,27,0,1.29,PROD-2023929087
24511,517,9,8,1671,21,1.27,PROD-2024297613
24512,74,17,7,21,0,1.3,PROD-2023252190
24513,163,15,12,19,0,1.2,PROD-2023516900
24514,240,22,11,33,0,1.3,PROD-2023545657
24515,35,16,7,48,1,1.31,PROD-2023171408
24516,2,17,3,57,1,1.27,PROD-2023683076
24517,597,15,3,1660,22,1.3,PROD-2024848234
24518,449,1,7,758,10,1.29,PROD-2024988719
24519,166,7,10,42,1,1.23,PROD-2023828909
24520,551,9,11,2949,38,1.28,PROD-2024685213
24521,631,3,12,2116,28,1.33,PROD-2024130479
24522,81,12,8,4,0,1.31,PROD-2023815354
24523,227,15,3,7,0,1.29,PROD-2023654605
24524,479,21,7,2579,32,1.26,PROD-2024227579
24525,695,9,9,3114,42,1.34,PROD-2024847713
24526,543,1,7,1477,18,1.23,PROD-2024758992
24527,360,11,7,863,12,1.33,PROD-2023129067
24528,567,4,9,421,5,1.28,PROD-2024259798
24529,39,5,1,22,0,1.3,PROD-2023852028
24530,459,10,3,2166,28,1.27,PROD-2024221292
24531,215,10,2,6,0,1.29,PROD-2023529900
24532,429,6,7,1449,19,1.29,PROD-2024172959
24533,372,20,3,1840,24,1.31,PROD-2024907027
24534,122,14,1,51,1,1.26,PROD-2023854434
24535,191,16,11,56,1,1.31,PROD-2023884774
24536,547,20,12,2456,30,1.22,PROD-2024800934
24537,539,6,3,1179,14,1.21,PROD-2024567145
24538,40,1,10,56,1,1.32,PROD-2023143628
24539,686,14,3,2512,34,1.37,PROD-2024115146
24540,148,22,12,30,0,1.24,PROD-2023989944
24541,706,19,7,2283,31,1.35,PROD-2024108261
24542,461,1,2,3092,37,1.2,PROD-2024373291
24543,355,18,12,521,7,1.35,PROD-2023434291
24544,679,8,2,389,5,1.37,PROD-2024451987
24545,705,8,12,3562,48,1.34,PROD-2024425013
24546,528,1,2,2234,27,1.23,PROD-2024535080
24547,346,19,2,341,5,1.37,PROD-2023995523
24548,197,16,11,61,1,1.31,PROD-2023355952
24549,52,17,3,54,1,1.31,PROD-2023861527
24550,35,16,1,15,0,1.29,PROD-2023760661
24551,352,6,9,1258,16,1.33,PROD-2023106352
24552,507,5,7,1139,14,1.26,PROD-2024672345
24553,388,2,12,1423,19,1.31,PROD-2024838149
24554,300,19,9,30,0,1.29,PROD-2023229566
24555,655,12,8,2675,34,1.28,PROD-2024538348
24556,110,22,10,40,0,1.25,PROD-2023449056
24557,70,13,1,24,0,1.33,PROD-2023126881
24558,393,7,2,1178,16,1.32,PROD-2024891852
24559,117,21,3,15,0,1.25,PROD-2023702265
24560,445,17,2,1314,17,1.27,PROD-2024812243
24561,70,11,8,48,1,1.31,PROD-2023599633
24562,132,6,11,27,0,1.24,PROD-2023341686
24563,415,8,12,1119,14,1.29,PROD-2024360736
24564,467,13,12,2303,28,1.23,PROD-2024302137
24565,251,7,1,22,0,1.31,PROD-2023445835
24566,155,3,2,47,1,1.19,PROD-2023788138
24567,648,17,10,1538,20,1.3,PROD-2024972056
24568,299,22,10,54,1,1.31,PROD-2023925349
24569,677,7,9,475,7,1.38,PROD-2024976632
24570,475,14,7,1922,24,1.23,PROD-2024235819
24571,714,3,7,1563,21,1.36,PROD-2024962175
24572,71,1,1,34,0,1.32,PROD-2023639128
24573,390,18,3,244,3,1.3,PROD-2024251157
24574,372,22,12,2861,37,1.31,PROD-2024407982
24575,121,8,2,37,0,1.25,PROD-2023283612
24576,412,3,11,453,6,1.31,PROD-2024678233
24577,69,12,11,47,1,1.32,PROD-2023631268
24578,630,16,1,1542,21,1.35,PROD-2024740026
24579,535,11,12,2555,31,1.21,PROD-2024753905
24580,385,1,11,547,7,1.29,PROD-2024620326
24581,586,12,1,718,9,1.32,PROD-2024875282
24582,106,21,11,48,1,1.25,PROD-2023192633
24583,612,5,12,1486,20,1.32,PROD-2024355099
24584,725,20,10,3069,41,1.33,PROD-2024456615
24585,75,6,8,22,0,1.3,PROD-2023833123
24586,72,19,3,7,0,1.32,PROD-2023653238
24587,674,18,1,2431,34,1.38,PROD-2024957988
24588,463,22,2,1915,24,1.23,PROD-2024148167
24589,340,2,9,1241,17,1.4,PROD-2023511576
24590,401,10,3,1015,13,1.31,PROD-2024532451
24591,489,2,1,562,7,1.25,PROD-2024766564
24592,717,22,12,1472,20,1.34,PROD-2024580933
24593,581,6,9,928,12,1.3,PROD-2024657327
24594,572,9,12,2896,37,1.28,PROD-2024312043
24595,65,13,3,26,0,1.29,PROD-2023788449
24596,167,3,10,31,0,1.21,PROD-2023920400
24597,516,3,3,378,5,1.29,PROD-2024771793
24598,129,13,11,3,0,1.3,PROD-2023620354
24599,514,22,11,2446,30,1.24,PROD-2024156672
24600,531,1,2,159,2,1.23,PROD-2024190226
24601,488,20,11,1362,18,1.3,PROD-2024855015
24602,217,15,8,42,1,1.32,PROD-2023888057
24603,452,22,9,1096,14,1.31,PROD-2024580141
24604,536,9,12,1947,23,1.19,PROD-2024184324
24605,449,16,7,1024,14,1.32,PROD-2024517774
24606,186,3,10,14,0,1.27,PROD-2023999391
24607,567,21,3,562,7,1.32,PROD-2024845284
24608,444,8,11,1016,13,1.32,PROD-2024635686
24609,713,18,1,2945,39,1.32,PROD-2024851526
24610,125,17,10,28,0,1.25,PROD-2023500162
24611,236,17,12,36,0,1.26,PROD-2023585705
24612,12,21,12,31,0,1.31,PROD-2023511723
24613,352,14,11,1222,16,1.35,PROD-2023909507
24614,255,4,10,20,0,1.3,PROD-2023202234
24615,393,3,10,258,3,1.29,PROD-2024818178
24616,510,1,3,658,8,1.28,PROD-2024449087
24617,703,11,10,1999,27,1.35,PROD-2024459548
24618,707,11,8,3445,47,1.37,PROD-2024293350
24619,407,1,10,1502,20,1.33,PROD-2024925333
24620,551,16,9,192,2,1.29,PROD-2024312030
24621,566,18,1,893,11,1.27,PROD-2024487535
24622,273,2,1,22,0,1.29,PROD-2023981196
24623,349,17,7,306,4,1.37,PROD-2023342534
24624,678,1,1,775,10,1.31,PROD-2024711289
24625,123,4,12,37,0,1.28,PROD-2023460402
24626,265,21,11,51,1,1.32,PROD-2023125964
24627,182,20,2,45,1,1.3,PROD-2023955065
24628,299,8,2,5,0,1.32,PROD-2023555262
24629,675,12,3,2268,30,1.34,PROD-2024574233
24630,318,5,12,33,0,1.33,PROD-2023602981
24631,373,16,9,125,2,1.31,PROD-2024112331
24632,469,4,8,2466,31,1.24,PROD-2024722085
24633,421,5,2,1729,23,1.32,PROD-2024457001
24634,168,13,9,43,1,1.21,PROD-2023946438
24635,598,7,11,2435,32,1.33,PROD-2024916932
24636,459,17,2,2779,35,1.26,PROD-2024796074
24637,102,1,12,4,0,1.28,PROD-2023770964
24638,623,10,11,3566,47,1.31,PROD-2024139211
