procurement_id,order_date_key,product_id,supplier_id,order_quantity,unit_cost,total_cost,lead_time_days,delivery_date_key,quality_score,po_number
8691,601,18,1,1554,192.0,298369.73,31.0,621,98.0,PO-2024-850484
8692,112,21,10,4260,82.88,353053.34,21.0,124,99.2,PO-2023-805617
8693,96,4,5,482,454.63,219136.75,31.0,116,98.6,PO-2023-465644
8694,193,10,12,4769,375.69,1791682.25,20.0,211,95.4,PO-2023-550093
8695,444,19,5,4028,117.57,473558.0,29.0,486,96.0,PO-2024-954887
8696,164,21,12,5537,61.99,343271.99,19.0,200,97.3,PO-2023-913104
8697,64,16,3,5887,541.23,3186198.52,30.0,93,95.9,PO-2023-778135
8698,332,11,7,4341,103.4,448886.59,19.0,344,93.5,PO-2023-388349
8699,445,11,6,1683,101.37,170609.98,20.0,477,93.6,PO-2024-433321
8700,102,5,6,4918,236.79,1164514.49,20.0,137,93.3,PO-2023-646039
8701,453,17,6,3860,587.83,2269034.11,19.0,493,94.7,PO-2024-203188
8702,447,12,6,3481,514.66,1791519.76,20.0,474,93.4,PO-2024-362408
8703,108,9,13,1243,725.6,901915.21,20.0,131,96.9,PO-2023-173893
8704,728,7,10,5044,288.16,1453483.4,22.0,731,94.0,PO-2024-149230
8705,308,11,3,3566,103.4,368746.75,29.0,325,97.6,PO-2023-330054
8706,201,9,13,1570,539.04,846288.6,20.0,221,93.5,PO-2023-887326
8707,423,7,13,823,163.36,134448.41,20.0,449,99.4,PO-2024-424324
8708,313,22,11,3841,205.58,789650.9,28.0,332,97.4,PO-2023-594894
8709,542,5,8,5406,180.66,976613.16,32.0,576,99.2,PO-2024-257088
8710,598,15,10,4785,49.06,234779.02,21.0,642,97.9,PO-2024-999883
8711,218,3,9,3538,100.96,357190.27,27.0,239,94.9,PO-2023-184670
8712,14,12,13,2211,286.9,634334.32,18.0,52,98.5,PO-2023-394121
8713,403,22,13,2764,217.81,602041.59,18.0,443,98.6,PO-2024-989562
8714,595,17,8,996,746.66,743678.33,31.0,631,93.5,PO-2024-190257
8715,76,1,2,3743,278.34,1041817.87,28.0,106,93.7,PO-2023-504844
8716,263,19,3,2010,24.74,49722.63,32.0,297,95.9,PO-2023-479029
8717,510,21,13,3959,53.84,213152.42,17.0,543,94.2,PO-2024-147320
8718,267,9,13,4911,108.29,531816.54,21.0,292,98.0,PO-2023-312436
8719,439,9,1,980,514.66,504363.51,34.0,466,96.7,PO-2024-422393
8720,658,3,7,1788,121.92,217992.96,20.0,688,96.8,PO-2024-786114
8721,712,7,12,1695,288.16,488432.67,17.0,731,96.0,PO-2024-483350
8722,369,14,8,4307,120.84,520437.25,29.0,402,97.5,PO-2024-446811
8723,660,12,6,5814,533.71,3103014.74,20.0,682,96.7,PO-2024-715305
8724,162,14,8,4421,76.17,336734.58,32.0,177,96.9,PO-2023-520666
8725,502,3,6,1196,107.68,128785.2,17.0,514,97.2,PO-2024-493654
8726,443,9,11,4964,514.66,2554755.55,31.0,466,94.1,PO-2024-948211
8727,628,16,1,1926,708.47,1364522.8,32.0,662,96.2,PO-2024-805630
8728,295,20,10,2570,118.31,304041.56,22.0,324,99.4,PO-2023-885321
8729,621,7,6,4410,255.05,1124777.43,18.0,632,93.6,PO-2024-690635
8730,338,13,11,2455,163.39,401113.95,30.0,370,97.2,PO-2023-540011
8731,179,5,6,2497,177.13,442290.94,21.0,223,94.1,PO-2023-137386
8732,11,6,9,5701,123.58,704565.83,30.0,44,96.6,PO-2023-831602
8733,307,13,11,4242,206.82,877298.75,29.0,330,99.1,PO-2023-261979
8734,430,8,7,2424,36.95,89558.45,20.0,451,96.4,PO-2024-664735
8735,156,11,13,4404,106.91,470844.77,21.0,183,93.1,PO-2023-200199
8736,567,5,11,1613,239.81,386803.57,31.0,582,94.0,PO-2024-419554
8737,18,5,10,5742,93.63,537594.04,20.0,58,98.8,PO-2023-359427
8738,307,2,9,1888,145.63,274934.6,28.0,320,94.3,PO-2023-282671
8739,549,6,12,2662,316.54,842642.66,19.0,589,96.9,PO-2024-447729
8740,430,4,1,4585,322.47,1478531.27,29.0,457,97.3,PO-2024-298921
8741,182,16,10,5269,439.77,2317168.76,19.0,210,93.4,PO-2023-104955
8742,467,10,8,982,312.01,306397.76,31.0,481,97.3,PO-2024-828309
8743,303,7,3,4837,236.61,1144538.58,29.0,333,96.0,PO-2023-192740
8744,452,4,2,4633,322.47,1494009.9,27.0,494,99.5,PO-2024-505490
8745,14,4,7,2206,179.76,396559.69,20.0,36,94.5,PO-2023-373107
8746,666,15,4,3575,40.06,143209.75,31.0,706,94.9,PO-2024-479564
8747,429,20,10,6001,75.57,453524.54,20.0,469,98.7,PO-2024-840815
8748,506,14,6,3182,66.15,210478.77,20.0,536,96.8,PO-2024-133937
8749,485,22,8,5243,175.31,919148.82,30.0,519,94.0,PO-2024-125221
8750,517,2,7,4055,130.76,530203.77,20.0,550,97.7,PO-2024-291784
8751,228,16,12,5893,360.57,2124822.78,20.0,254,94.3,PO-2023-766248
8752,614,11,9,3689,171.04,630994.08,29.0,643,96.4,PO-2024-661320
8753,651,1,6,2422,223.93,542358.89,20.0,684,94.9,PO-2024-817224
8754,521,2,6,4792,153.56,735842.49,20.0,563,96.8,PO-2024-197910
8755,163,18,13,5118,159.42,815909.69,21.0,188,96.0,PO-2023-737561
8756,686,4,4,3335,459.42,1532173.56,31.0,716,96.8,PO-2024-423780
8757,298,8,6,2604,57.83,150604.37,21.0,310,97.7,PO-2023-672834
8758,450,17,3,2254,587.83,1324974.84,29.0,472,98.9,PO-2024-439422
8759,582,16,6,4982,533.33,2657076.12,19.0,616,97.2,PO-2024-998546
8760,600,7,3,2262,192.0,434306.52,32.0,635,94.7,PO-2024-968417
8761,550,6,4,2376,316.54,752110.8,30.0,580,93.9,PO-2024-619425
8762,489,2,5,723,130.76,94534.48,29.0,517,96.4,PO-2024-825473
8763,159,13,3,254,213.83,54311.8,27.0,172,96.8,PO-2023-679861
8764,39,14,5,86,121.58,10455.57,28.0,69,96.5,PO-2023-761640
8765,439,3,10,3892,117.57,457568.95,20.0,451,97.2,PO-2024-217758
8766,53,21,8,5601,98.96,554257.27,29.0,94,94.8,PO-2023-608105
8767,718,10,10,5437,683.81,3717877.33,17.0,731,95.4,PO-2024-316482
8768,307,11,13,2516,103.4,260170.16,20.0,350,94.7,PO-2023-635780
8769,533,17,8,1074,632.3,679086.6,31.0,558,98.3,PO-2024-859878
8770,393,3,3,1461,196.71,287389.15,32.0,411,95.2,PO-2024-539387
8771,134,13,13,4674,274.16,1281449.41,17.0,156,99.2,PO-2023-216053
8772,690,3,9,1169,167.5,195802.93,31.0,724,99.2,PO-2024-171525
8773,665,13,7,3877,210.26,815149.65,21.0,687,97.6,PO-2024-869497
8774,723,16,2,1639,800.44,1311929.42,31.0,731,93.1,PO-2024-944616
8775,50,1,10,1732,363.52,629595.16,19.0,65,97.0,PO-2023-970228
8776,87,10,7,1464,462.36,676899.32,21.0,104,94.0,PO-2023-978361
8777,115,6,7,2720,312.56,850167.61,18.0,132,93.7,PO-2023-562074
8778,545,1,4,5460,232.27,1268180.84,33.0,588,93.3,PO-2024-521781
8779,630,14,2,5280,121.86,643409.25,27.0,661,98.5,PO-2024-224419
8780,213,7,9,5270,129.8,684069.72,26.0,253,97.0,PO-2023-912155
8781,442,9,5,1837,514.66,945424.24,30.0,468,97.8,PO-2024-366188
8782,645,13,4,313,210.26,65809.09,29.0,665,94.0,PO-2024-555961
8783,82,14,13,119,93.09,11077.83,18.0,117,99.5,PO-2023-902707
8784,423,2,13,5512,154.29,850421.56,20.0,448,93.7,PO-2024-391157
8785,725,5,4,2738,320.18,876629.59,32.0,731,96.7,PO-2024-492431
8786,440,18,2,2661,151.16,402231.95,27.0,466,94.6,PO-2024-501019
8787,621,17,1,3580,991.86,3550855.97,34.0,654,95.6,PO-2024-905529
8788,66,10,13,4868,462.36,2250782.73,20.0,83,95.7,PO-2023-713357
8789,315,3,10,1976,119.93,236972.08,22.0,348,99.2,PO-2023-846906
8790,370,7,7,1974,252.91,499246.79,21.0,410,97.1,PO-2024-444419
8791,636,12,1,1325,868.39,1150614.29,31.0,667,94.6,PO-2024-601939
8792,177,18,7,3374,159.42,537881.85,18.0,187,94.1,PO-2023-198144
8793,75,7,13,1143,194.83,222704.25,20.0,107,93.6,PO-2023-323106
8794,161,13,7,3077,213.83,657942.49,21.0,192,95.9,PO-2023-213246
8795,586,14,2,150,91.73,13760.07,28.0,601,96.6,PO-2024-828755
8796,572,16,11,4617,599.52,2767991.93,27.0,588,94.9,PO-2024-302823
8797,222,7,10,4015,129.8,521165.07,17.0,257,96.8,PO-2023-179323
8798,220,12,2,5807,441.95,2566418.46,31.0,245,97.3,PO-2023-306490
8799,107,9,7,3172,725.6,2301588.93,21.0,143,98.8,PO-2023-386877
8800,404,17,10,3513,635.3,2231803.91,17.0,426,99.1,PO-2024-898268
8801,527,13,10,2864,218.08,624583.48,18.0,553,95.5,PO-2024-775562
8802,137,2,8,5248,193.05,1013111.3,31.0,158,96.9,PO-2023-873075
8803,41,2,12,1587,240.33,381390.55,21.0,52,98.9,PO-2023-436849
8804,363,17,2,566,473.72,268124.26,30.0,396,96.4,PO-2023-258841
8805,709,17,7,1838,1120.62,2059693.21,17.0,729,93.2,PO-2024-360918
8806,441,21,3,5339,58.78,313843.87,26.0,462,97.4,PO-2024-861535
8807,200,17,2,1662,615.68,1023260.0,29.0,210,96.8,PO-2023-827451
8808,320,16,5,4874,428.3,2087566.24,30.0,345,99.4,PO-2023-849293
8809,722,3,10,2276,224.13,510104.65,19.0,731,94.1,PO-2024-978202
8810,462,11,9,624,88.18,55023.3,28.0,473,95.9,PO-2024-543653
8811,671,15,10,2412,55.03,132740.53,20.0,696,94.9,PO-2024-591236
8812,108,10,12,2910,505.71,1471642.79,20.0,129,96.6,PO-2023-926398
8813,400,5,1,180,181.51,32672.03,31.0,429,98.1,PO-2024-658845
8814,374,11,9,5494,169.61,931848.72,30.0,387,95.7,PO-2024-594813
8815,598,22,11,5644,255.99,1444852.0,31.0,641,96.8,PO-2024-146092
8816,321,16,3,4184,428.3,1792034.69,28.0,343,98.5,PO-2023-578708
8817,128,22,6,1098,272.53,299246.5,19.0,165,95.7,PO-2023-424767
8818,531,18,7,5104,162.59,829868.95,20.0,546,96.1,PO-2024-379814
8819,605,10,6,2182,455.62,994166.73,20.0,626,97.4,PO-2024-269781
8820,157,3,2,1138,124.0,141102.95,28.0,188,94.2,PO-2023-463027
8821,257,11,13,3602,21.33,76831.33,21.0,272,93.9,PO-2023-794703
8822,549,1,11,1815,308.32,559596.19,31.0,568,96.6,PO-2024-180420
8823,434,2,5,6004,142.76,857119.89,31.0,445,95.1,PO-2024-656453
8824,222,6,2,1750,190.37,333161.47,28.0,237,93.8,PO-2023-570968
8825,113,17,11,1662,828.76,1377405.27,31.0,148,94.9,PO-2023-399412
8826,596,9,4,133,653.72,86944.33,30.0,617,95.2,PO-2024-166148
8827,175,7,10,3054,159.42,486867.57,23.0,216,93.3,PO-2023-426919
8828,447,11,2,663,101.37,67209.99,28.0,483,94.7,PO-2024-368196
8829,82,6,10,4086,285.76,1167636.35,21.0,105,96.6,PO-2023-699366
8830,465,21,11,1533,51.13,78385.83,31.0,487,95.9,PO-2024-519624
8831,45,1,9,3223,363.52,1171584.99,28.0,89,96.4,PO-2023-440808
8832,176,21,6,391,61.99,24240.45,19.0,198,96.8,PO-2023-126533
8833,423,7,11,5301,163.36,865991.55,31.0,458,93.6,PO-2024-723176
8834,273,14,6,5349,15.2,81283.8,21.0,297,97.2,PO-2023-729885
8835,537,21,2,328,63.23,20739.33,29.0,574,99.2,PO-2024-533577
8836,238,4,2,3930,276.91,1088282.86,30.0,270,96.9,PO-2023-914446
8837,173,19,1,4764,124.0,590698.12,34.0,195,97.8,PO-2023-481800
8838,698,5,7,5165,239.28,1235863.89,19.0,709,93.4,PO-2024-369085
8839,78,12,2,5905,663.38,3917311.16,28.0,103,98.1,PO-2023-250405
8840,488,8,2,4950,33.84,167505.94,32.0,524,97.3,PO-2024-358358
8841,521,1,9,4272,232.27,992247.0,28.0,537,94.1,PO-2024-362970
8842,706,11,11,5728,193.25,1106946.53,31.0,717,95.3,PO-2024-894033
8843,160,5,5,5665,177.13,1003435.38,31.0,174,97.5,PO-2023-473763
8844,263,9,10,4314,108.29,467166.88,20.0,282,93.3,PO-2023-604167
8845,659,22,5,3853,209.0,805294.13,27.0,696,93.4,PO-2024-157468
8846,268,8,11,1695,7.77,13177.04,30.0,281,95.5,PO-2023-420706
8847,299,21,9,452,92.02,41592.47,29.0,326,98.4,PO-2023-298451
8848,618,19,2,5298,198.38,1050974.01,31.0,649,98.5,PO-2024-864297
8849,375,4,12,3599,539.54,1941822.19,22.0,401,93.7,PO-2024-912327
8850,99,22,6,4717,284.14,1340315.9,17.0,125,96.2,PO-2023-108169
8851,547,19,5,1849,126.46,233823.3,31.0,567,95.7,PO-2024-486802
8852,581,6,7,2113,281.6,595018.15,19.0,619,99.5,PO-2024-195742
8853,518,7,9,3540,162.59,575575.26,29.0,550,94.6,PO-2024-389596
8854,658,7,1,2159,156.75,338435.23,30.0,673,93.8,PO-2024-442817
8855,503,2,8,2779,130.76,363362.83,29.0,529,94.3,PO-2024-479759
8856,152,10,7,5873,378.31,2221787.61,22.0,196,94.5,PO-2023-695730
8857,594,13,3,1022,257.53,263192.36,27.0,616,96.0,PO-2024-733526
8858,255,19,8,2666,24.74,65950.52,31.0,297,97.1,PO-2023-231651
8859,702,14,5,3928,137.68,540793.99,30.0,722,94.6,PO-2024-458846
8860,327,17,7,1175,599.63,704560.22,19.0,338,93.0,PO-2023-131066
8861,667,15,8,1643,40.06,65816.39,29.0,677,99.3,PO-2024-605407
8862,142,9,10,2809,695.95,1954932.47,20.0,160,94.7,PO-2023-545143
8863,631,21,3,3818,99.19,378691.85,26.0,649,97.4,PO-2024-125684
8864,378,8,2,2586,61.82,159859.68,32.0,414,96.9,PO-2024-332916
8865,450,1,7,954,215.94,206001.21,19.0,481,95.5,PO-2024-452171
8866,207,14,3,1212,75.64,91677.11,28.0,245,94.2,PO-2023-466082
8867,44,8,9,2909,62.2,180929.67,26.0,87,96.2,PO-2023-197215
8868,562,19,11,2302,167.87,386425.49,30.0,606,95.3,PO-2024-256895
8869,707,6,11,5323,422.63,2249667.99,32.0,727,95.8,PO-2024-489060
8870,538,8,4,5193,39.74,206376.12,30.0,558,97.0,PO-2024-245837
8871,154,18,4,1361,159.42,216970.13,31.0,171,95.6,PO-2023-238515
8872,187,8,5,2165,38.69,83778.61,32.0,197,94.2,PO-2023-989109
8873,266,7,7,407,31.81,12944.95,20.0,302,97.4,PO-2023-496040
8874,172,4,9,3314,340.09,1127077.56,28.0,215,93.5,PO-2023-659782
8875,678,20,2,1185,107.67,127589.95,27.0,722,94.0,PO-2024-103795
8876,600,9,4,478,653.72,312476.63,28.0,627,94.0,PO-2024-171841
8877,40,3,12,3378,197.91,668552.42,18.0,82,96.9,PO-2023-227431
8878,592,9,4,765,653.72,500093.35,29.0,613,93.5,PO-2024-549855
8879,181,20,9,5542,79.7,441726.87,27.0,195,93.0,PO-2023-624442
8880,653,22,5,3177,209.0,664007.12,29.0,689,98.6,PO-2024-487006
8881,638,12,4,3767,868.39,3271218.16,29.0,670,93.1,PO-2024-114804
8882,30,20,12,4465,42.13,188109.41,21.0,40,96.9,PO-2023-126993
8883,658,12,10,601,533.71,320762.27,20.0,682,99.1,PO-2024-609576
8884,287,16,1,5523,657.28,3630161.17,31.0,331,94.2,PO-2023-170639
8885,131,8,6,2875,49.96,143639.63,22.0,147,97.5,PO-2023-149559
8886,423,21,3,4919,63.53,312503.37,28.0,442,95.0,PO-2024-979734
8887,105,20,11,195,106.55,20777.28,31.0,121,97.8,PO-2023-891719
8888,115,8,3,5495,52.09,286232.31,29.0,145,96.7,PO-2023-530996
8889,620,4,6,2673,544.11,1454408.63,21.0,634,97.7,PO-2024-391740
8890,692,21,11,1576,83.75,131986.91,32.0,723,94.8,PO-2024-894630
8891,535,9,2,5017,553.58,2777338.68,28.0,568,98.7,PO-2024-503034
8892,609,14,5,1473,91.73,135123.81,31.0,642,96.2,PO-2024-447270
8893,530,12,11,1149,553.58,636069.79,31.0,541,95.7,PO-2024-548349
8894,46,21,1,2158,98.96,213548.87,29.0,75,99.5,PO-2023-882500
8895,543,5,13,3485,180.66,629577.66,20.0,587,97.8,PO-2024-903704
8896,472,16,5,1116,365.23,407599.92,30.0,511,97.4,PO-2024-676959
8897,294,14,10,3258,113.05,368324.67,21.0,338,95.1,PO-2023-269175
8898,176,22,5,4790,212.55,1018145.7,29.0,207,96.1,PO-2023-134644
8899,114,3,9,3770,165.76,624887.84,30.0,151,98.5,PO-2023-244006
8900,72,9,5,3987,663.38,2644931.34,32.0,114,97.0,PO-2023-597003
8901,25,21,2,4704,32.77,154146.24,29.0,59,99.3,PO-2023-284582
8902,134,18,1,2260,204.4,461958.08,31.0,155,97.6,PO-2023-121818
8903,432,22,8,3290,201.54,663071.24,29.0,474,99.4,PO-2024-722644
8904,618,14,9,3244,121.86,395306.75,27.0,654,97.5,PO-2024-257450
8905,460,1,1,2740,187.83,514651.96,31.0,501,96.3,PO-2024-784407
8906,55,7,13,5608,254.46,1427025.73,20.0,93,96.8,PO-2023-503338
8907,494,15,13,874,35.38,30922.01,19.0,511,93.8,PO-2024-429984
8908,516,19,10,1753,107.68,188762.92,22.0,542,99.4,PO-2024-334176
8909,320,8,5,4861,37.69,183200.27,31.0,336,97.7,PO-2023-185464
8910,600,13,1,1254,257.53,322938.57,30.0,637,99.4,PO-2024-152224
8911,460,8,8,1663,32.14,53445.1,31.0,474,96.4,PO-2024-428671
8912,654,22,3,3472,209.0,725663.44,26.0,668,99.1,PO-2024-864587
8913,433,2,10,5955,142.76,850124.75,19.0,461,93.6,PO-2024-186235
8914,34,16,8,2689,706.84,1900689.26,31.0,74,98.0,PO-2023-687237
8915,54,5,2,5796,282.73,1638701.53,29.0,67,98.8,PO-2023-328383
8916,641,7,6,3350,156.75,525131.08,20.0,660,98.2,PO-2024-199414
8917,304,7,10,220,236.61,52056.74,21.0,337,97.6,PO-2023-624048
8918,572,18,2,3289,215.82,709859.33,30.0,584,98.8,PO-2024-106935
8919,635,5,11,2662,283.39,754368.82,28.0,668,98.8,PO-2024-670787
8920,595,1,5,1350,274.28,370277.41,29.0,621,98.7,PO-2024-690122
8921,148,18,1,4283,204.4,875471.89,31.0,165,95.4,PO-2023-345704
8922,105,22,12,5085,284.14,1444881.58,20.0,146,98.3,PO-2023-900562
8923,120,17,2,2200,828.76,1823280.15,30.0,151,95.0,PO-2023-486328
8924,381,15,11,4778,64.63,308807.52,29.0,412,93.8,PO-2024-250762
8925,259,12,13,3332,108.29,360825.23,21.0,279,96.8,PO-2023-830404
8926,376,11,11,2512,169.61,426065.53,27.0,388,96.8,PO-2024-983805
8927,242,10,12,5129,308.03,1579876.65,21.0,269,95.8,PO-2023-554575
8928,48,17,13,2396,989.57,2371005.94,19.0,65,97.5,PO-2023-533340
8929,2,3,9,92,65.54,6029.53,27.0,24,93.4,PO-2023-601503
8930,390,1,4,2703,361.3,976571.11,32.0,418,99.0,PO-2024-312942
8931,94,20,7,5147,106.55,548413.75,21.0,132,99.5,PO-2023-507909
8932,153,10,1,1454,378.31,550056.05,30.0,169,95.7,PO-2023-550023
8933,340,4,5,108,259.87,28066.02,29.0,361,96.1,PO-2023-817721
8934,99,3,7,4624,165.76,766440.68,20.0,112,99.2,PO-2023-567360
8935,626,10,8,900,605.24,544717.38,31.0,669,98.0,PO-2024-406245
8936,648,21,2,5284,60.96,322112.63,27.0,669,97.1,PO-2024-959943
8937,453,20,10,1083,75.57,81847.54,20.0,471,97.6,PO-2024-747770
8938,231,21,10,3861,50.48,194899.89,22.0,250,96.3,PO-2023-762117
8939,688,22,6,2747,287.13,788758.23,21.0,703,93.4,PO-2024-433765
8940,127,6,5,4526,299.79,1356861.88,32.0,171,98.9,PO-2023-323672
8941,213,8,5,4938,31.72,156669.01,31.0,252,95.5,PO-2023-435089
8942,535,6,3,955,238.46,227734.69,32.0,561,95.6,PO-2024-167405
8943,310,22,13,5799,205.58,1192185.76,18.0,353,97.8,PO-2023-983547
8944,437,11,8,2764,101.37,280193.69,30.0,469,93.4,PO-2024-444055
8945,182,8,9,2051,38.69,79367.17,27.0,213,95.9,PO-2023-718487
8946,427,12,10,1677,514.66,863079.18,22.0,448,93.4,PO-2024-643200
8947,254,10,13,4765,75.48,359641.37,19.0,273,98.4,PO-2023-647698
8948,112,13,12,3217,285.84,919556.41,19.0,125,96.3,PO-2023-115148
8949,182,3,9,1683,123.14,207237.85,30.0,223,98.0,PO-2023-224015
8950,429,11,12,4536,101.37,459825.83,22.0,466,97.8,PO-2024-676069
8951,519,3,6,2888,126.46,365214.55,22.0,541,95.7,PO-2024-561509
8952,32,21,10,5161,98.96,510716.26,21.0,44,95.9,PO-2023-940573
8953,646,3,5,1974,121.92,240670.07,30.0,667,95.1,PO-2024-328141
8954,342,20,7,5848,60.9,356164.39,22.0,356,94.6,PO-2023-652289
8955,167,2,6,711,150.57,107048.51,22.0,204,95.3,PO-2023-853799
8956,688,5,10,1922,239.28,459889.72,20.0,701,93.2,PO-2024-891696
8957,333,5,10,1800,171.33,308374.46,18.0,374,96.9,PO-2023-321034
8958,534,8,8,2123,39.74,84370.59,28.0,566,99.2,PO-2024-223181
8959,517,8,2,3893,33.84,131737.5,28.0,559,98.0,PO-2024-438046
8960,149,7,7,1284,204.4,262457.6,21.0,163,93.5,PO-2023-292826
8961,396,10,4,1058,600.16,634971.92,33.0,437,95.6,PO-2024-918570
8962,464,13,4,5338,176.36,941392.13,29.0,493,96.5,PO-2024-433999
8963,548,12,4,3674,734.84,2699811.66,31.0,567,97.1,PO-2024-912456
8964,287,1,12,258,338.03,87209.49,20.0,314,94.7,PO-2023-626119
8965,215,22,2,5079,173.07,879023.67,29.0,251,98.6,PO-2023-394088
8966,281,21,10,4156,92.02,382429.96,18.0,316,93.7,PO-2023-395336
8967,26,16,11,2166,234.06,506989.01,28.0,51,96.0,PO-2023-208344
8968,152,19,6,2429,124.0,301176.69,17.0,191,96.0,PO-2023-879989
8969,312,13,6,119,206.82,24610.69,18.0,347,94.6,PO-2023-140025
8970,696,20,11,2049,107.67,220617.56,27.0,717,93.6,PO-2024-474976
8971,311,18,11,5231,154.19,806571.63,27.0,325,97.7,PO-2023-285919
8972,701,18,4,3816,288.16,1099621.85,31.0,723,95.1,PO-2024-480216
8973,486,2,2,5445,124.18,676145.96,27.0,504,94.3,PO-2024-300308
8974,555,4,10,763,460.43,351311.57,20.0,580,96.4,PO-2024-687521
8975,427,21,7,1330,58.78,78181.74,17.0,441,95.8,PO-2024-548813
8976,672,6,8,2152,315.85,679707.2,30.0,703,98.0,PO-2024-755472
8977,710,14,5,3267,137.68,449789.71,30.0,730,96.9,PO-2024-923376
8978,123,6,10,3800,299.79,1139212.36,22.0,136,95.5,PO-2023-138660
8979,587,13,9,3210,257.53,826660.93,28.0,601,94.8,PO-2024-305837
8980,492,8,9,77,33.84,2605.65,31.0,518,93.1,PO-2024-563304
8981,43,10,11,5863,603.83,3540335.47,30.0,87,95.1,PO-2023-478999
8982,394,21,6,2296,98.36,225819.82,19.0,427,97.4,PO-2024-534552
8983,193,17,8,1209,615.68,744357.0,31.0,220,94.2,PO-2023-264254
8984,30,18,7,690,84.26,58142.36,19.0,73,95.2,PO-2023-757029
8985,293,16,13,2736,657.28,1798319.93,19.0,332,94.0,PO-2023-465047
8986,54,13,9,2023,341.31,690459.66,30.0,86,98.6,PO-2023-775856
8987,675,4,11,149,459.42,68453.93,32.0,712,98.7,PO-2024-528708
8988,572,3,9,2894,167.87,485801.65,31.0,585,94.2,PO-2024-569516
8989,60,10,10,4249,462.36,1964580.07,23.0,81,93.2,PO-2023-943248
8990,21,10,7,2586,199.96,517097.96,19.0,51,96.8,PO-2023-978949
8991,539,22,6,4671,216.78,1012607.92,20.0,579,93.2,PO-2024-972355
8992,717,4,7,2252,614.74,1384404.08,21.0,731,98.5,PO-2024-842540
8993,388,12,3,3564,861.1,3068963.42,28.0,400,98.0,PO-2024-602957
8994,708,4,8,3568,614.74,2193407.53,33.0,728,95.8,PO-2024-985371
8995,270,5,1,3060,35.34,108137.2,33.0,294,98.0,PO-2023-430770
8996,637,6,7,4844,374.07,1812003.76,16.0,672,95.2,PO-2024-106402
8997,108,6,13,5331,312.56,1666266.01,21.0,122,94.6,PO-2023-474959
8998,643,9,12,1921,533.71,1025265.1,19.0,670,99.0,PO-2024-255240
8999,219,22,7,4903,173.07,848563.31,24.0,259,98.1,PO-2023-714448
9000,243,13,3,4508,174.11,784860.17,29.0,285,93.5,PO-2023-775950
9001,282,14,11,478,113.05,54039.03,31.0,292,93.9,PO-2023-804608
9002,69,13,7,4016,261.34,1049529.41,21.0,104,94.3,PO-2023-752767
9003,645,16,5,5754,435.43,2505470.52,28.0,686,94.3,PO-2024-191152
9004,685,8,9,1085,52.64,57111.64,28.0,703,96.6,PO-2024-956959
9005,77,3,7,5884,151.55,891675.78,20.0,111,93.9,PO-2023-846406
9006,59,5,2,224,282.73,63331.47,28.0,93,94.4,PO-2023-949696
9007,103,4,5,1180,454.63,536475.86,32.0,118,97.0,PO-2023-374137
9008,536,18,13,2580,162.59,419487.05,20.0,557,97.7,PO-2024-123892
9009,630,8,5,5711,62.34,356026.58,28.0,668,95.5,PO-2024-140848
9010,125,18,3,1209,204.4,247127.13,28.0,148,93.7,PO-2023-973403
9011,267,6,8,2302,46.65,107383.69,29.0,287,98.9,PO-2023-603835
9012,464,12,4,2198,447.67,983981.54,31.0,492,94.8,PO-2024-455781
9013,328,22,10,4971,205.58,1021961.63,17.0,372,94.2,PO-2023-153916
9014,600,21,10,3451,74.67,257674.09,19.0,644,94.7,PO-2024-827327
9015,54,18,2,5951,254.46,1514306.37,30.0,79,96.3,PO-2023-357136
9016,543,15,11,342,41.55,14210.15,31.0,563,97.7,PO-2024-507477
9017,134,1,9,5386,292.0,1572715.53,27.0,174,94.5,PO-2023-432759
9018,468,22,13,4349,175.31,762421.93,20.0,512,94.8,PO-2024-141364
9019,682,16,12,5237,598.2,3132793.22,20.0,695,95.2,PO-2024-641270
9020,121,9,3,5980,695.95,4161799.98,29.0,155,94.5,PO-2023-228700
9021,322,11,5,2139,103.4,221186.0,31.0,346,97.1,PO-2023-716137
9022,51,12,9,5751,866.38,4982565.95,29.0,90,96.9,PO-2023-492049
9023,62,3,4,5865,151.55,888796.47,34.0,87,96.9,PO-2023-177456
9024,222,12,8,823,441.95,363726.95,30.0,248,94.6,PO-2023-896442
9025,408,8,5,141,39.93,5630.12,33.0,425,97.2,PO-2024-931460
9026,676,21,4,1603,83.75,134248.11,31.0,710,97.1,PO-2024-738146
9027,120,4,5,3772,454.63,1714904.19,29.0,132,94.3,PO-2023-271111
9028,3,7,8,334,84.26,28144.27,30.0,23,95.3,PO-2023-573079
9029,87,7,2,1391,194.83,271025.03,31.0,131,93.8,PO-2023-583188
9030,731,22,11,1066,384.2,409566.85,30.0,731,96.4,PO-2024-356330
9031,591,15,3,5952,49.06,292038.61,29.0,632,98.7,PO-2024-546311
9032,104,9,13,2773,725.6,2012076.31,18.0,135,94.1,PO-2023-298779
9033,579,21,7,78,74.67,5823.99,22.0,618,94.6,PO-2024-393642
9034,43,19,2,218,197.91,43145.17,29.0,80,94.1,PO-2023-113271
9035,331,14,6,3728,73.67,274637.29,21.0,359,97.7,PO-2023-982804
9036,522,22,8,2785,216.78,603749.32,27.0,547,94.2,PO-2024-546360
9037,608,13,4,1415,257.53,364400.39,30.0,618,99.1,PO-2024-743419
